id,pth,label,relFCs,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,upper_lip_x,upper_lip_y,nose_tip_x,nose_tip_y,forehead_glabella_x,forehead_glabella_y,lower_lip_x,lower_lip_y,right_eye_outer_x,right_eye_outer_y,right_cheek_x,right_cheek_y,mouth_right_corner_x,mouth_right_corner_y,right_eyebrow_outer_x,right_eyebrow_outer_y,right_eyebrow_inner_x,right_eyebrow_inner_y,right_eye_inner_x,right_eye_inner_y,chin_x,chin_y,left_eye_outer_x,left_eye_outer_y,left_cheek_x,left_cheek_y,mouth_left_corner_x,mouth_left_corner_y,left_eyebrow_outer_x,left_eyebrow_outer_y,left_eyebrow_inner_x,left_eyebrow_inner_y,left_eye_inner_x,left_eye_inner_y
1349,anger/image0019815.jpg,anger,0.7823579324640956,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008645296096801758,0.15183132886886597,0.0,0.0,-0.183761328458786,-0.4728803038597107,0.025991320610046387,0.25769680738449097,-0.390335276722908,-0.1171196699142456,-0.3474366366863251,0.06888633966445923,-0.1746901571750641,0.2429834008216858,-0.4794237017631531,-0.16767603158950806,-0.2010829746723175,-0.27108055353164673,-0.22041967511177063,-0.15704208612442017,0.055298447608947754,0.4458434581756592,0.11207610368728638,-0.24013391137123108,0.1790010929107666,-0.06687510013580322,0.13658785820007324,0.16560453176498413,0.1449507474899292,-0.31893670558929443,-0.051859259605407715,-0.3052902817726135,-0.026631474494934082,-0.20303642749786377
482,anger/image0009502.jpg,anger,0.664076409943756,0.0,0.0,1.08,0.0,0.02,0.7,0.0,1.39,0.07,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052229613065719604,0.10475766658782959,0.0,0.0,0.06746518611907959,-0.4334163963794708,0.07694756984710693,0.1929337978363037,-0.034190088510513306,-0.19626545906066895,-0.047537773847579956,-0.04057091474533081,0.019109785556793213,0.14297175407409668,-0.06716480851173401,-0.2409873604774475,0.010732799768447876,-0.27474749088287354,0.04150828719139099,-0.19845294952392578,0.1350710391998291,0.3511561155319214,0.3206271529197693,-0.20789989829063416,0.3297635316848755,-0.04250413179397583,0.22875458002090454,0.14577430486679077,0.38615745306015015,-0.2713451385498047,0.1155858039855957,-0.2874535322189331,0.1819920539855957,-0.20139846205711365
508,anger/image0010125.jpg,anger,0.8531973305713473,0.0,0.0,4.31,0.0,1.85,2.18,0.0,2.03,0.29,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023716092109680176,0.08335185050964355,0.0,0.0,-0.01460641622543335,-0.3538993000984192,0.005373656749725342,0.224570631980896,-0.19393521547317505,-0.12587523460388184,-0.20977354049682617,-0.009294569492340088,-0.12519681453704834,0.14564144611358643,-0.24950367212295532,-0.17269200086593628,-0.06728044152259827,-0.2113155722618103,-0.08167177438735962,-0.13444417715072632,0.010292112827301025,0.3509068489074707,0.1775309443473816,-0.1479562520980835,0.20225155353546143,-0.03217160701751709,0.1309073567390442,0.13044172525405884,0.22860604524612427,-0.19994956254959106,0.048194289207458496,-0.2170262336730957,0.06779175996780396,-0.1427631676197052
1591,anger/image0021608.jpg,anger,0.8328599569451086,0.0,0.0,0.31,0.0,0.0,0.0,0.0,1.61,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042408376932144165,0.09901207685470581,0.0,0.0,0.009861916303634644,-0.4435098171234131,0.08854371309280396,0.3018481135368347,-0.1270420253276825,-0.17741301655769348,-0.12264683842658997,-0.013070404529571533,-0.012847155332565308,0.1860601305961609,-0.17034679651260376,-0.21647146344184875,-0.03919035196304321,-0.2699957489967346,-0.017599046230316162,-0.18957719206809998,0.13419455289840698,0.39155644178390503,0.28432655334472656,-0.2479051947593689,0.30940645933151245,-0.07519388198852539,0.22534406185150146,0.15586912631988525,0.3483728766441345,-0.3110518753528595,0.08016008138656616,-0.2969134747982025,0.13764363527297974,-0.21654105186462402
18636,neutral/ffhq_38.png,anger,0.7434859451151156,0.0,0.0,2.07,0.0,0.72,0.59,0.0,0.66,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009673535823822021,0.1053154468536377,0.0,0.0,-0.0016112327575683594,-0.34640175104141235,0.001941680908203125,0.1664423942565918,-0.17218118906021118,-0.13409683108329773,-0.19020241498947144,-0.005385637283325195,-0.10673487186431885,0.1387205719947815,-0.22221970558166504,-0.18275731801986694,-0.053111135959625244,-0.2244398593902588,-0.06701713800430298,-0.1374654769897461,-0.0007598698139190674,0.34316325187683105,0.17046040296554565,-0.1336573362350464,0.19068557024002075,-0.005785048007965088,0.109516441822052,0.13809889554977417,0.21916383504867554,-0.18219086527824402,0.052358150482177734,-0.22446846961975098,0.06558668613433838,-0.13720518350601196
10373,fear/image0038074.jpg,anger,0.8827065903493404,0.0,0.0,1.63,0.0,0.24,2.07,0.0,1.21,0.05,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009232133626937866,0.15621531009674072,0.0,0.0,0.13634246587753296,-0.44072428345680237,-0.024890661239624023,0.300079345703125,-0.1603185534477234,-0.17359000444412231,-0.21163424849510193,-0.002224445343017578,-0.1419350802898407,0.23226022720336914,-0.19598546624183655,-0.2656604051589966,0.012260407209396362,-0.30596810579299927,-0.010713547468185425,-0.15563684701919556,-0.039958447217941284,0.5076630115509033,0.3810542821884155,-0.1080065369606018,0.3493104577064514,0.07739049196243286,0.16094917058944702,0.27906882762908936,0.46816009283065796,-0.18391507863998413,0.19067096710205078,-0.28863292932510376,0.2025904655456543,-0.13223034143447876
21027,neutral/ffhq_854.png,anger,0.8074590268812717,0.0,0.0,1.24,0.0,0.0,0.0,0.0,0.0,0.11,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.006536900997161865,0.05542588233947754,0.0,0.0,-0.008195877075195312,-0.37026065587997437,-0.01199805736541748,0.15728849172592163,-0.20421284437179565,-0.16214272379875183,-0.2129054069519043,-0.04593747854232788,-0.11823999881744385,0.07615560293197632,-0.2605314254760742,-0.22159361839294434,-0.07069805264472961,-0.21817725896835327,-0.08363187313079834,-0.1496627926826477,-0.012937545776367188,0.23053818941116333,0.17430996894836426,-0.17095854878425598,0.18253976106643677,-0.055446505546569824,0.08362293243408203,0.06926310062408447,0.2235894799232483,-0.23197942972183228,0.05586725473403931,-0.21929514408111572,0.06045466661453247,-0.15308070182800293
2992,anger/image0030595.jpg,anger,0.8515535171739219,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005115389823913574,0.09461444616317749,0.0,0.0,0.010757803916931152,-0.42078697681427,0.0085848867893219,0.17343467473983765,-0.20185667276382446,-0.1938285231590271,-0.20584720373153687,-0.036765456199645996,-0.0965934693813324,0.12856906652450562,-0.2566813975572586,-0.2580775022506714,-0.06422346830368042,-0.27768978476524353,-0.0704207718372345,-0.18208032846450806,0.018591761589050293,0.29697030782699585,0.24365758895874023,-0.1933034062385559,0.24741029739379883,-0.032414913177490234,0.12377423048019409,0.1335088610649109,0.3042163848876953,-0.2580393850803375,0.08148163557052612,-0.2788802981376648,0.10290175676345825,-0.18193799257278442
831,anger/image0014893.jpg,anger,0.8500313182012703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0024309158325195312,0.08410376310348511,0.0,0.0,0.035023272037506104,-0.49459192156791687,-0.00546756386756897,0.16615456342697144,-0.20174503326416016,-0.24738246202468872,-0.21663308143615723,-0.08166128396987915,-0.11159980297088623,0.09987610578536987,-0.2481384575366974,-0.31849974393844604,-0.05023685097694397,-0.32465028762817383,-0.06086236238479614,-0.23063334822654724,0.0026755332946777344,0.28036779165267944,0.28602397441864014,-0.24558928608894348,0.27701717615127563,-0.06442099809646606,0.1214742660522461,0.1145581603050232,0.3517189621925354,-0.3200438618659973,0.10803437232971191,-0.32903730869293213,0.12830126285552979,-0.22968509793281555
1857,anger/image0023479.jpg,anger,0.7982102475246208,0.0,0.0,0.5,0.0,0.84,1.38,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003820657730102539,0.07792681455612183,0.0,0.0,-0.03467804193496704,-0.41142091155052185,0.00935661792755127,0.23623120784759521,-0.2061142921447754,-0.16813170909881592,-0.21022003889083862,-0.02557539939880371,-0.10010510683059692,0.13708972930908203,-0.27042731642723083,-0.22921347618103027,-0.08307820558547974,-0.2561299204826355,-0.08774375915527344,-0.1667199432849884,0.01884746551513672,0.32979583740234375,0.16342639923095703,-0.1958443522453308,0.18902289867401123,-0.060015857219696045,0.09908676147460938,0.11495339870452881,0.2105196714401245,-0.2657109498977661,0.037734270095825195,-0.26375603675842285,0.0524522066116333,-0.1770128607749939
2527,anger/image0027972.jpg,anger,0.7234731911498475,0.0,0.0,0.24,0.0,0.0,0.89,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0014530420303344727,0.0772937536239624,0.0,0.0,-0.0722198486328125,-0.4376881420612335,0.0030999183654785156,0.13434237241744995,-0.25243908166885376,-0.1908397376537323,-0.24304747581481934,-0.03624129295349121,-0.12505996227264404,0.10471338033676147,-0.31713613867759705,-0.23570603132247925,-0.11089876294136047,-0.2633800804615021,-0.12395349144935608,-0.19323968887329102,0.009440422058105469,0.26961851119995117,0.1347559690475464,-0.24396157264709473,0.1650155782699585,-0.09661275148391724,0.09466445446014404,0.06916302442550659,0.17722725868225098,-0.30234837532043457,0.011030793190002441,-0.2792932987213135,0.02282118797302246,-0.21310347318649292
